path,sentence,up_votes,down_votes,age,gender
common_voice_ur_26614257.mp3,اس نے مدد کی ہر پیشکش ٹھکرادی,2,0,,
common_voice_ur_26614258.mp3,کے لئے اپنی اپنی عبادت گاہوں کو جا رہے ہوتے ہیں,2,0,,
common_voice_ur_26614259.mp3,جنوبی کوریا,2,0,,
common_voice_ur_26614260.mp3,قانون یہاں بھی ہے۔,2,0,,
common_voice_ur_26614261.mp3,ان کے باب میں تاریخ پر انحصار نہیں کیا جائے گا۔,2,0,,
common_voice_ur_26614360.mp3,اس میں سر فہرست بادشاہ ہیں۔,2,0,,
common_voice_ur_26614361.mp3,ایک وجہ اس دور کا سیاسی نظام تھا۔,2,0,,
common_voice_ur_26614362.mp3,آئرلینڈ کے خلاف صرف ایک میچ,2,0,,
common_voice_ur_26614363.mp3,کسی کو پتہ نہیں۔,2,0,,
common_voice_ur_26614364.mp3,باہر انتظار کرو۔,2,0,,
common_voice_ur_26614381.mp3,ا یکس پی کا مارکیٹ شیئر دو فی صد جبکہ ونڈوز ایٹ کا دو فی صد تھا,2,0,,
common_voice_ur_26614382.mp3,جو چہیتے تھے۔,2,0,,
common_voice_ur_26614383.mp3,ہاکی چیمپئنز ٹرافی بیلجیئم نے پاکستان کودو کے مقابلے میں چار گول سے شکست دے دی,2,0,,
common_voice_ur_26614384.mp3,اپنے ضمیر کی آواز کو سنتا ہوں,2,0,,
common_voice_ur_26614385.mp3,مارچ سے شروع ہوکر جون تک,2,0,,
common_voice_ur_26614417.mp3,سفر نامے میں یہ تعداد قلیل ہے,2,0,,
common_voice_ur_26614418.mp3,کیمرون,2,0,,
common_voice_ur_26614419.mp3,تم تو پسینے سے پورے بھیگ گئے,2,0,,
common_voice_ur_26614420.mp3,ہم سڑک پر بیٹھ گے ۔,2,0,,
common_voice_ur_26614421.mp3,مسلک دیوبندکے کام کا انداز فطری ہے۔,2,0,,
common_voice_ur_26614430.mp3,امریکی باکسر فلوئیڈمے ویدر کمائی میں سب پر بازی لے گئے,2,0,,
common_voice_ur_26614431.mp3,صوتی چھٹائی کی ترتیب,2,0,,
common_voice_ur_26614432.mp3,اس کی ہمت ان پارٹیوں میں نہیں تھی۔,2,0,,
common_voice_ur_26614433.mp3,معاملات ان سے نمٹائے نہیں جا رہے۔,2,0,,
common_voice_ur_26614434.mp3,اپنا ذہن نہیں بنا سکتا,2,0,,
common_voice_ur_26614445.mp3,تو مرتے وقت تک اس کو نبھانا پڑتا ہے,2,0,,
common_voice_ur_26614446.mp3,بات سویلین بالا دستی کی کرتے ہیں۔,2,0,,
common_voice_ur_26614447.mp3,سنیل گواسکر پوری بات,2,0,,
common_voice_ur_26614449.mp3,کچھ کرنے سے قاصر تھے۔,2,0,,
common_voice_ur_26623408.mp3,ہر بار یہ گمان ٹوٹا۔,2,0,twenties,female
common_voice_ur_26623409.mp3,امریکا یورپ اور,2,0,twenties,female
common_voice_ur_26623411.mp3,یہ اپروچ غلط ہے۔,2,0,twenties,female
common_voice_ur_26623412.mp3,یہ میں نے اپنے سے لکھا ہے ۔,2,0,twenties,female
common_voice_ur_26623440.mp3,میں اس وقت ایک پتھر پر بیٹھا ہوں جو میرے حجم سے تقریبا گنا بڑ اہو گا,2,0,twenties,female
common_voice_ur_26623441.mp3,پھر طالبان نے اسکا,2,0,twenties,female
common_voice_ur_26623442.mp3,پر منایا جانے لگا سوائے امریکہ‘,2,0,twenties,female
common_voice_ur_26623444.mp3,بھارت میں انتہا پسندی بڑھے گی۔,2,0,twenties,female
common_voice_ur_26626255.mp3,نجانے کیوں مجھے ان بچوں میں اپنا بچپن نظر آ رہا تھا,2,0,,
common_voice_ur_26626256.mp3,ہم کن اندھیروں میں پھنسے ہوئے ہیں۔,2,0,,
common_voice_ur_26626258.mp3,پشاورشہید بے نظیر بھٹو یونیورسٹی میں ووشو چیمپئن شپ کا انعقاد,2,0,,
common_voice_ur_26626259.mp3,سروج خان بالی وڈ,2,0,,
common_voice_ur_26630004.mp3,پر اپنی محنت سے حاصل کیا ہے,2,0,thirties,female
common_voice_ur_26630005.mp3,جبکہ مصباح الحق اور یونس خان جیسے سینئرز صرف اس لیے اب تک کھیل رہے ہیں,2,0,thirties,female
common_voice_ur_26630007.mp3,لندن فلیٹس کی ملکیت ثابت شدہ ہے۔,2,0,thirties,female
common_voice_ur_26630034.mp3,تو پاکستان کی سیاسی جماعتیں یہ کیوں نہ کر سکیں؟,2,0,thirties,female
common_voice_ur_26630035.mp3,جب جنرل راحیل شریف آرمی چیف تھے۔,2,0,thirties,female
common_voice_ur_26630036.mp3,"مگر حیرت کی بات کہ قرآن شریف کو سب سے اوپر رکھا گیا ، گویا سب سےمقدس صحیفہ یہی ہے",2,0,thirties,female
common_voice_ur_26630038.mp3,اب بھی وہی قائم ہیں۔,2,0,thirties,female
common_voice_ur_26630075.mp3,ضیاء الحق دور میں قوم بٹی ہوئی تھی۔,2,0,thirties,female
common_voice_ur_26630077.mp3,یہ کسی قوم کی ایک اجتماعی ضرورت کا فطری جواب ہے۔,2,0,thirties,female
common_voice_ur_26630078.mp3,مجھے دفتر پیدل جانا پڑتا ہے,2,0,thirties,female
common_voice_ur_26630095.mp3,خدانہ کرے کہ ایسا ہو۔,2,0,thirties,female
common_voice_ur_26630096.mp3,اپنی چالیسویں سالگرہ کی طرف بڑھتے ہوئے ک,2,0,thirties,female
common_voice_ur_26630097.mp3,بچن نے اپنی بھابھی ایشوریا کے بارے میں,2,0,thirties,female
common_voice_ur_26630098.mp3,اب جو اعتراضات اٹھائے گئے ہیں۔,2,0,thirties,female
common_voice_ur_26630099.mp3,میں فلم کو سمجھ نہیں پایا تھا,2,0,thirties,female
common_voice_ur_26630110.mp3,اوراب وہ رد ہوچکی۔,2,0,thirties,female
common_voice_ur_26630111.mp3,اچھی بھی نہیں لگتی۔,2,0,thirties,female
common_voice_ur_26630112.mp3,لیکن ان کی حکومت شخصی حکومت نہ تھی۔,2,0,thirties,female
common_voice_ur_26630113.mp3,جس کو صائم الدھر کہا جاتا ہے,2,0,thirties,female
common_voice_ur_26630114.mp3,پرندے نقل مکانی کرنا شروع کرتے ہیں,2,0,thirties,female
common_voice_ur_26630125.mp3,اقدار میں اصلاح کاآغاز رجحان ساز طبقات سے ہو گا۔,2,0,thirties,female
common_voice_ur_26630126.mp3,اور شاید ہیں۔,2,0,thirties,female
common_voice_ur_26630127.mp3,ہم میں تو صلاحیت نہیں۔,2,0,thirties,female
common_voice_ur_26630128.mp3,مکمل خاموشی پھر ہلکی سی آہٹ سنائی دیتی ہے,2,0,thirties,female
common_voice_ur_26630129.mp3,کی گولیوں کا نشانہ بناتے ہیں,2,0,thirties,female
common_voice_ur_26630134.mp3,اللہ اسے سلامت رکھے۔,2,0,thirties,female
common_voice_ur_26630146.mp3,یہ دیکھ کر تو میرے دماغ نے کام کرنا چھوڑ دیا,2,0,thirties,female
common_voice_ur_26630148.mp3,جہاں زندگی فطرت سے قریب تر ہے۔,2,0,thirties,female
common_voice_ur_26630149.mp3,اللہ پاک آپ کے درجات بلند کرے,2,0,thirties,female
common_voice_ur_26630150.mp3,ادارہ تعلیم و تحقیق کے زیر اہتمام آج میڈیا سے وابستہ,2,0,thirties,female
common_voice_ur_26630176.mp3,مزدوروں کا کہنا تھا,2,0,thirties,female
common_voice_ur_26630177.mp3,منافع کم ہو سکتا ہے لیکن کمازکم لاگت پوری ہو جانی چاہِیے,2,0,thirties,female
common_voice_ur_26630178.mp3,ویمنز ٹیم پاکستان کرکٹ ٹیم کیلئے مثال ہے اظہر محمود,2,0,thirties,female
common_voice_ur_26630179.mp3,موجودہ کھلاڑیوں کا مستقبل داؤ پر لگے,2,0,thirties,female
common_voice_ur_26630180.mp3,میں لنڈا بازار جارہاہوں۔,2,0,thirties,female
common_voice_ur_26630198.mp3,یہ جنونی مذہب کی روح اور جدید دنیا سے نابلد تھے,2,0,thirties,female
common_voice_ur_26630200.mp3,سوشل میڈیا صارفین مختلف,2,0,thirties,female
common_voice_ur_26630201.mp3,"ان دونوں نے کہا: سبحان اللہ، یا رسول اللہ",2,0,thirties,female
common_voice_ur_26630202.mp3,چند مسائل پیدا ہوتے ہیں,2,0,thirties,female
common_voice_ur_26630217.mp3,اس کے جواب سے دل پر ایک چوٹ لگی۔,2,0,thirties,female
common_voice_ur_26630218.mp3,فرانس کروشیا کو ہرا کر دوسری مرتبہ فیفاورلڈ کپ کا چیمپئن بن گیا,2,0,thirties,female
common_voice_ur_26630219.mp3,مجھے یہ سب خواب لگتا ہے,2,0,thirties,female
common_voice_ur_26630220.mp3,فرائض منصبی کے سلسلے میں ملک سے باہر جانے کا موقع ملا,2,0,thirties,female
common_voice_ur_26630226.mp3,قومی الیکشن اسی سال مئی میں ہونے والے,2,0,thirties,female
common_voice_ur_26630227.mp3,کہ وہ جلد ایسا قانون وضع کرے,2,0,thirties,female
common_voice_ur_26630228.mp3,نہ صرف ٹھیک ہے۔,2,0,thirties,female
common_voice_ur_26630229.mp3,تو یہ کسی بھی حکومت کی نااہلی کی بدترین مثال ہے۔,2,0,thirties,female
common_voice_ur_26630230.mp3,لیکن اب صورتحال یکسر مختلف ہے۔,2,0,thirties,female
common_voice_ur_26630236.mp3,سلمان اکشے کی فلم رستم کی تشہیر کے لیے سرگرم,2,0,thirties,female
common_voice_ur_26630237.mp3,بے حیائی کا رونا فضول بات ہے۔,2,0,thirties,female
common_voice_ur_26630238.mp3,دوسروں کے لیے جلدی پر جوش ہو جاتا ہوں,2,0,thirties,female
common_voice_ur_26630239.mp3,ان میں ہم نے اپنا حصہ کیا ڈالا ہے؟,2,0,thirties,female
common_voice_ur_26630257.mp3,پاکستان میں گاڑیوں کی فروخت میں اضافہ,2,0,thirties,female
common_voice_ur_26630258.mp3,نان کمرشل موضوع ہونے کے باوجود,2,0,thirties,female
common_voice_ur_26630259.mp3,ان چھ کے ہی آٹھ آملیٹ تیار کر لیں گے,2,0,thirties,female
common_voice_ur_26630260.mp3,"، ظلم و ستم بڑھ جائے",2,0,thirties,female
common_voice_ur_26630266.mp3,اور اگر ایسا ہوتا ہے۔,2,0,thirties,female
common_voice_ur_26630267.mp3,ٹھنڈی ٹھنڈی ہوا میرے پسینے سے بھیگے بدن سے ٹکراتی ہے,2,0,thirties,female
common_voice_ur_26630268.mp3,پھر یہ بھی واضح ہوگیا کہ یہ سیاست کسی اورکی تھی۔,2,0,thirties,female
common_voice_ur_26630269.mp3,ملک کے مفاد میں پاکستان کیوں چھوڑنا پڑا,2,0,thirties,female
common_voice_ur_26630271.mp3,اس کا نقصان کونسل سے زیادہ اسلام کو پہنچ رہا ہے۔,2,0,thirties,female
common_voice_ur_26630272.mp3,کل مشرف کے حامی آج پی پی پی کے,2,0,thirties,female
common_voice_ur_26630273.mp3,صدی کا بہترین فیصلہ قرار دیا ہے,2,0,thirties,female
common_voice_ur_26630274.mp3,یہاں تک کہ انہوں نے کراچی کو استنبول بنانے کا وعدہ کیا,2,0,thirties,female
common_voice_ur_26630275.mp3,شائد وہ بھول گیا ہو,2,0,thirties,female
common_voice_ur_26630276.mp3,ان شاء اللہ کل اس پر پوری مستعدی اور دلجمعی سے کام کروں گا,2,0,thirties,female
common_voice_ur_26630277.mp3,یہ فکر دل سے جا چکی۔,2,0,thirties,female
common_voice_ur_26630278.mp3,نئی نئی سیاسی قوتیں سامنے آئی ہیں۔,2,0,thirties,female
common_voice_ur_26630281.mp3,یہ پھر بھی نہیں راضی۔,2,0,thirties,female
common_voice_ur_26630282.mp3,بنگلہ دیش کی عدالت اگر علما کے فتووں اور قانونی فیصلوں پر پابندی لگانے کے بجائے,2,0,thirties,female
common_voice_ur_26630283.mp3,میں لاہور میں رہتا ہوں,2,0,thirties,female
common_voice_ur_26630284.mp3,امریکہ کی جنگ نہ لڑنا اور بات ہے۔,2,0,thirties,female
common_voice_ur_26630285.mp3,جیاےایف آزمائش تیسرے مرحلے میں جاتی ہے,2,0,thirties,female
common_voice_ur_26630286.mp3,پڑوس میں افغانستان کو ہی دیکھ لیں۔,2,0,thirties,female
common_voice_ur_26630287.mp3,لگائے جا رہے ہیں۔,2,0,thirties,female
common_voice_ur_26630288.mp3,اس سے زیادہ کچھ نہیں۔,2,0,thirties,female
common_voice_ur_26630289.mp3,سب سے پہلے گھر کا تالا کھولا اور بجلی چالو کی ۔,2,0,thirties,female
common_voice_ur_26630291.mp3,چترال میں موسم بہار کے شروع ہوتے ہی,2,0,thirties,female
common_voice_ur_26630292.mp3,وزیر اعظم ہیں۔,2,0,thirties,female
common_voice_ur_26630293.mp3,گجرانوالہ میں قومی ریسلنگ چیمپئن شپ,2,0,thirties,female
common_voice_ur_26630299.mp3,اب لگتا ہے کہ ایک بار پھر ہنگامہ برپا ہونے کو ہے۔,2,0,thirties,female
common_voice_ur_26630300.mp3,دیر تو ہو جاتی ہے۔,2,0,thirties,female
common_voice_ur_26630301.mp3,تو پھر ان کیا بنتا ہے؟,2,0,thirties,female
common_voice_ur_26630302.mp3,کیا پیپلز پارٹی عصری سیاست کا بارہواں کھلاڑی ہے؟,2,0,thirties,female
common_voice_ur_26630303.mp3,والدین بھی اسی زاویے سے سوچتے ہیں۔,2,0,thirties,female
common_voice_ur_26630305.mp3,تم یہ کیسے کر لیتے ہو؟,2,0,thirties,female
common_voice_ur_26630306.mp3,عمر جنتی ہیں,2,0,thirties,female
common_voice_ur_26630307.mp3,ہوائی سفر کے لیے مسافروں کو محفوظ گزرگاہ فراہم کی جائے گی,2,0,thirties,female
common_voice_ur_26630589.mp3,وہ کئی عمدہ کتابیں چھاپ چکے ہیں۔,2,0,thirties,female
common_voice_ur_26630591.mp3,اپنی اصلیت پر آ جاتا,2,0,thirties,female
common_voice_ur_26630764.mp3,یہ تمام کاوش ظرافت سے مالا مال ہے۔,2,0,thirties,female
common_voice_ur_26630765.mp3,ایک مسلک کے علماء ہوں۔,2,0,thirties,female
common_voice_ur_26630767.mp3,جھوٹ کے پاؤں نہیں ہوتے۔,2,0,thirties,female
common_voice_ur_26630777.mp3,اس کہانی کو انصاف کرنے کے لئے اتنا وقت نہیں دیا جاتا ہے,2,0,thirties,female
common_voice_ur_26630778.mp3,میں نے کل رات تمہیں خواب میں دیکھا۔,2,0,thirties,female
common_voice_ur_26630779.mp3,تو ان کی قوت اقتدار ان کے وجود ہی کو مٹا دے گی۔,2,0,thirties,female
common_voice_ur_26630780.mp3,ٹرین نہ تو کسی کا انتظار کرتی ہے نہ کسی کو انتظار کرواتی ہے,2,0,thirties,female
common_voice_ur_26630781.mp3,سونیا حسین کی اگلی فلم بااختیار خواتین سے متعلق,2,0,thirties,female
common_voice_ur_26630804.mp3,اس کے لیے اپوزیشن کو اپنی کارکردگی دکھانا ہو گی۔,2,0,thirties,female
common_voice_ur_26630805.mp3,وہ چھلانگ لگا کر کار میں گھسا اور پچھلی سیٹ پر لیٹ گیا۔,2,0,thirties,female
common_voice_ur_26630806.mp3,پیپلز پارٹی کی سیاست اک معمہ ہے۔,2,0,thirties,female
common_voice_ur_26636755.mp3,جنوبی افریقہ میں غالبا نسل پرست حکومت,2,0,,
common_voice_ur_26636757.mp3,دروازہ کھولنے کا فیصلہ تو ہمیں خود کرنا ہوتا ہے۔,2,0,,
common_voice_ur_26636792.mp3,وہ بھی پوری ہو جائے۔,2,0,,
common_voice_ur_26636793.mp3,اسٹریلین کھلاڑی نے مجھے اسامہ کہہ کر پکارا معین علی کا دعوی,2,0,,
common_voice_ur_26636796.mp3,عام فوجی نمازی ہو,2,0,,
common_voice_ur_26641307.mp3,تو ان کے خلاف مقدمات کا فیصلہ کیوں نہیں ہو رہا؟,2,0,twenties,female
common_voice_ur_26641308.mp3,اور بعض مسلمان سمجھتے ہیں,2,0,twenties,female
common_voice_ur_26641311.mp3,وہ بے وفا ثابت ہوا,2,0,twenties,female
common_voice_ur_26643284.mp3,چھوٹے بڑے گروپ کام کر رہے تھے,2,0,twenties,male
common_voice_ur_26643285.mp3,مطالبات جو بھی ہوں۔,2,0,twenties,male
common_voice_ur_26643286.mp3,کے اثرات پہ اور,2,0,twenties,male
common_voice_ur_26643346.mp3,موسم کی خراب صورتحال کی وجہ سے نومبر میں غذائی اجناس کی عالمی قیمتوں میں تیزی سے اضافہ ہوا,2,0,twenties,male
common_voice_ur_26643347.mp3,مگر ون ڈے کے ساتھ ہی ٹیسٹ ٹیم,2,0,twenties,male
common_voice_ur_26643348.mp3,ویسے بھی گیارہ ماہ کافی ہوتے ہیں۔,2,0,twenties,male
common_voice_ur_26643358.mp3,یہ لازمی شرط ہے۔,2,0,twenties,male
common_voice_ur_26643360.mp3,ہر چیز انتہائی زبردست اور اعلی معیار کی تھی,2,0,twenties,male
common_voice_ur_26643361.mp3,نظم اجتماعی کے خلاف عوام میں بغاوت پیدا کرتے ہیں۔,2,0,twenties,male
common_voice_ur_26643364.mp3,وہ شادی شدہ ہے جبکہ میں کنوارا ہوں,2,0,twenties,male
common_voice_ur_26643386.mp3,لیکن آخری مقرر کے خطاب کے دوران پولیس نے اچانک فائرنگ شروع,2,0,twenties,male
common_voice_ur_26644845.mp3,تو یہاں کے عوام کے دروازے ان کے لیے بھی کھلے ہیں۔,2,0,,
common_voice_ur_26644846.mp3,مجھے ٹھیک سے نہیں پتا,2,0,,
common_voice_ur_26644847.mp3,یہ مزارات صدیوں سے مراکز تجلیات و مرجع خلائق ہیں,2,0,,
common_voice_ur_26644849.mp3,اب تو حالت یہاں تک جا پہنچی ہے کہ عدلیہ کے,2,0,,
common_voice_ur_26646369.mp3,کھارے پانی کو استعمال کے قابل بنانے والے پلانٹ کا افتتاح کیا ہے,2,0,twenties,male
common_voice_ur_26646370.mp3,تو وہ اب ہے۔,2,0,twenties,male
common_voice_ur_26646372.mp3,یہاں کے لوگ سیاحوں کو بہت پسند کرتے ہیں ۔,2,0,twenties,male
common_voice_ur_26646373.mp3,میدان سیاست میں کتنے بڑے نام رہے۔,2,0,twenties,male
common_voice_ur_26646449.mp3,سائنس کی زبان میں بات کریں,2,0,twenties,female
common_voice_ur_26646450.mp3,ڈیگال نے کہا تھا: سارتر فرانس ہے۔,2,0,twenties,female
common_voice_ur_26646845.mp3,اروبا,2,0,,
common_voice_ur_26646846.mp3,حق کے ساتھ وصال اس کی منزل ہے۔,2,0,,
common_voice_ur_26646847.mp3,اب قوم ہے۔,2,0,,
common_voice_ur_26646849.mp3,پاکستان کرکٹ ٹیم نے زمبابوے پہنچ کر پریکٹس کا غاز کر دیا,2,0,,
common_voice_ur_26646861.mp3,‘‘ کا کارڈ کھیل دیا۔,2,0,,
common_voice_ur_26646864.mp3,چاہے وہ اندر والا ہوکہ باہر والا,2,0,,
common_voice_ur_26646865.mp3,وہ ریگن کی انتظامیہ کے دوران زیادہ خوشقسمتی نہیں رکھتے تھے,2,0,,
common_voice_ur_26646867.mp3,احمد شہزاد کے کیریئر کا اختتام,2,0,,
common_voice_ur_26646868.mp3,ریاست عام شہری پر مقدم رہی ہے۔,2,0,,
common_voice_ur_26646869.mp3,بارہویں کھلاڑی کی نفسیات حادثوں کی منتظر رہتی ہے۔,2,0,,
common_voice_ur_26649240.mp3,ہمیں اسی جذبے کے ساتھ اس معاملے کو دیکھنا ہو گا۔,2,0,twenties,female
common_voice_ur_26649243.mp3,اور چارجنگ کے بعد استعمال ہو والے گھنٹہ کی صحیح تعداد بتا ہیں,2,0,twenties,female
common_voice_ur_26649244.mp3,آزادی کے ہیروزکا تذکرہ ہو تا ہے,2,0,twenties,female
common_voice_ur_26649247.mp3,ڈھاکہ میں نواب سیلم خان کی ایک پارٹی,2,0,twenties,female
common_voice_ur_26649248.mp3,سب ٹھیک ہے,2,0,twenties,female
common_voice_ur_26649249.mp3,عالمی بازار سمیت پاکستان میں بھی سونے کی قیمت پھر بڑھ گئی,2,0,twenties,female
common_voice_ur_26649360.mp3,اب میں ان بر گر اور پیپسی خوروں کو کیسے سمجھاتا کہ میٹھا آملیٹ ہونے کے لئے سننا کوئی ضروری تھوڑی ہے,2,0,twenties,female
common_voice_ur_26649370.mp3,یہی صورتحال سوشل میڈیا کی ہے۔,2,0,twenties,female
common_voice_ur_26649371.mp3,علما اسی حیثیت سے فتویٰ دیتے ہیں اور عوام الناس اسی اعتبار سے اسے قبول کرتے ہیں,2,0,twenties,female
